date,vnindex_close,usd_vnd_close,foreign_flow_bn_vnd,source_status
6/25/2020,1328.01,23463,-250.1,ASSUMPTION_PLACEHOLDER_SERIES
6/26/2020,1335.04,23432,-630,ASSUMPTION_PLACEHOLDER_SERIES
6/29/2020,1339.14,23458,-32.5,ASSUMPTION_PLACEHOLDER_SERIES
6/30/2020,1348.7,23424,-21.4,ASSUMPTION_PLACEHOLDER_SERIES
7/1/2020,1376.84,23424,918,ASSUMPTION_PLACEHOLDER_SERIES
7/2/2020,1364.83,23422,91.2,ASSUMPTION_PLACEHOLDER_SERIES
7/3/2020,1343.75,23413,-45.9,ASSUMPTION_PLACEHOLDER_SERIES
7/6/2020,1317.67,23458,779.3,ASSUMPTION_PLACEHOLDER_SERIES
7/7/2020,1356.12,23448,146.6,ASSUMPTION_PLACEHOLDER_SERIES
7/8/2020,1378.72,23446,-16.3,ASSUMPTION_PLACEHOLDER_SERIES
7/9/2020,1363.67,23406,-59.7,ASSUMPTION_PLACEHOLDER_SERIES
7/10/2020,1359.8,23488,96.7,ASSUMPTION_PLACEHOLDER_SERIES
7/13/2020,1355.2,23429,3.8,ASSUMPTION_PLACEHOLDER_SERIES
7/14/2020,1369.64,23398,-435.6,ASSUMPTION_PLACEHOLDER_SERIES
7/15/2020,1386.71,23421,-976.7,ASSUMPTION_PLACEHOLDER_SERIES
7/16/2020,1396.96,23416,808.7,ASSUMPTION_PLACEHOLDER_SERIES
7/17/2020,1422.27,23384,539,ASSUMPTION_PLACEHOLDER_SERIES
7/20/2020,1431.21,23378,235.3,ASSUMPTION_PLACEHOLDER_SERIES
7/21/2020,1452.88,23374,97.6,ASSUMPTION_PLACEHOLDER_SERIES
7/22/2020,1483.2,23338,71.2,ASSUMPTION_PLACEHOLDER_SERIES
7/23/2020,1463.35,23323,295,ASSUMPTION_PLACEHOLDER_SERIES
7/24/2020,1473.64,23336,-183.1,ASSUMPTION_PLACEHOLDER_SERIES
7/27/2020,1476.22,23266,886.8,ASSUMPTION_PLACEHOLDER_SERIES
7/28/2020,1475.48,23275,-299.3,ASSUMPTION_PLACEHOLDER_SERIES
7/29/2020,1478.87,23230,-102.9,ASSUMPTION_PLACEHOLDER_SERIES
7/30/2020,1468.72,23190,-168.2,ASSUMPTION_PLACEHOLDER_SERIES
7/31/2020,1431.02,23221,666.8,ASSUMPTION_PLACEHOLDER_SERIES
8/3/2020,1426.58,23235,-271.2,ASSUMPTION_PLACEHOLDER_SERIES
8/4/2020,1417.21,23193,-614.8,ASSUMPTION_PLACEHOLDER_SERIES
8/5/2020,1476.22,23177,668.8,ASSUMPTION_PLACEHOLDER_SERIES
8/6/2020,1482.09,23235,-184.9,ASSUMPTION_PLACEHOLDER_SERIES
8/7/2020,1439.22,23251,-1010.6,ASSUMPTION_PLACEHOLDER_SERIES
8/10/2020,1469.22,23319,410.4,ASSUMPTION_PLACEHOLDER_SERIES
8/11/2020,1485.06,23315,-465.7,ASSUMPTION_PLACEHOLDER_SERIES
8/12/2020,1520.35,23283,-444.4,ASSUMPTION_PLACEHOLDER_SERIES
8/13/2020,1526.04,23324,905.7,ASSUMPTION_PLACEHOLDER_SERIES
8/14/2020,1505.8,23302,157.2,ASSUMPTION_PLACEHOLDER_SERIES
8/17/2020,1480.65,23302,-1300.7,ASSUMPTION_PLACEHOLDER_SERIES
8/18/2020,1436.36,23266,28.3,ASSUMPTION_PLACEHOLDER_SERIES
8/19/2020,1454.31,23299,-213.5,ASSUMPTION_PLACEHOLDER_SERIES
8/20/2020,1407.72,23272,284.7,ASSUMPTION_PLACEHOLDER_SERIES
8/21/2020,1419.93,23227,-498.5,ASSUMPTION_PLACEHOLDER_SERIES
8/24/2020,1390.83,23193,167.9,ASSUMPTION_PLACEHOLDER_SERIES
8/25/2020,1416.42,23160,-497.4,ASSUMPTION_PLACEHOLDER_SERIES
8/26/2020,1419.49,23183,-719.1,ASSUMPTION_PLACEHOLDER_SERIES
8/27/2020,1414.73,23235,-309.9,ASSUMPTION_PLACEHOLDER_SERIES
8/28/2020,1469.96,23284,129.8,ASSUMPTION_PLACEHOLDER_SERIES
8/31/2020,1471.28,23257,-422.2,ASSUMPTION_PLACEHOLDER_SERIES
9/1/2020,1459.39,23268,565,ASSUMPTION_PLACEHOLDER_SERIES
9/2/2020,1495.35,23216,-187.9,ASSUMPTION_PLACEHOLDER_SERIES
9/3/2020,1468.04,23210,691.9,ASSUMPTION_PLACEHOLDER_SERIES
9/4/2020,1488.29,23176,-153.4,ASSUMPTION_PLACEHOLDER_SERIES
9/7/2020,1425.71,23117,-713.5,ASSUMPTION_PLACEHOLDER_SERIES
9/8/2020,1463.78,23098,966.3,ASSUMPTION_PLACEHOLDER_SERIES
9/9/2020,1440.53,23107,-586.5,ASSUMPTION_PLACEHOLDER_SERIES
9/10/2020,1441.47,23091,426.5,ASSUMPTION_PLACEHOLDER_SERIES
9/11/2020,1492.63,23060,334.5,ASSUMPTION_PLACEHOLDER_SERIES
9/14/2020,1480.76,22995,112.1,ASSUMPTION_PLACEHOLDER_SERIES
9/15/2020,1507.03,22998,15.1,ASSUMPTION_PLACEHOLDER_SERIES
9/16/2020,1498.08,23021,-428.2,ASSUMPTION_PLACEHOLDER_SERIES
9/17/2020,1506.01,23003,568.2,ASSUMPTION_PLACEHOLDER_SERIES
9/18/2020,1466.77,23006,-1086.6,ASSUMPTION_PLACEHOLDER_SERIES
9/21/2020,1454.67,22941,-195.8,ASSUMPTION_PLACEHOLDER_SERIES
9/22/2020,1467.56,22884,460,ASSUMPTION_PLACEHOLDER_SERIES
9/23/2020,1454.29,22955,147.4,ASSUMPTION_PLACEHOLDER_SERIES
9/24/2020,1446.12,22978,129.9,ASSUMPTION_PLACEHOLDER_SERIES
9/25/2020,1436.47,22949,-239.8,ASSUMPTION_PLACEHOLDER_SERIES
9/28/2020,1404.7,22984,-410.1,ASSUMPTION_PLACEHOLDER_SERIES
9/29/2020,1395.38,23022,-170.2,ASSUMPTION_PLACEHOLDER_SERIES
9/30/2020,1406.03,23036,285.7,ASSUMPTION_PLACEHOLDER_SERIES
10/1/2020,1402.56,23019,-311.1,ASSUMPTION_PLACEHOLDER_SERIES
10/2/2020,1383.46,23077,-286.5,ASSUMPTION_PLACEHOLDER_SERIES
10/5/2020,1374.55,23078,-237.4,ASSUMPTION_PLACEHOLDER_SERIES
10/6/2020,1401.33,23109,-83.6,ASSUMPTION_PLACEHOLDER_SERIES
10/7/2020,1392.06,23074,150.9,ASSUMPTION_PLACEHOLDER_SERIES
10/8/2020,1368.26,23043,-411.3,ASSUMPTION_PLACEHOLDER_SERIES
10/9/2020,1349.41,23126,771.5,ASSUMPTION_PLACEHOLDER_SERIES
10/12/2020,1360.75,23133,-177.8,ASSUMPTION_PLACEHOLDER_SERIES
10/13/2020,1416.86,23128,-458.1,ASSUMPTION_PLACEHOLDER_SERIES
10/14/2020,1431.93,23129,207,ASSUMPTION_PLACEHOLDER_SERIES
10/15/2020,1474,23071,332.8,ASSUMPTION_PLACEHOLDER_SERIES
10/16/2020,1520.16,23037,-213.5,ASSUMPTION_PLACEHOLDER_SERIES
10/19/2020,1575.76,23021,56.3,ASSUMPTION_PLACEHOLDER_SERIES
10/20/2020,1549.15,22999,178.8,ASSUMPTION_PLACEHOLDER_SERIES
10/21/2020,1547.26,22972,-292.4,ASSUMPTION_PLACEHOLDER_SERIES
10/22/2020,1544.06,22963,-16.3,ASSUMPTION_PLACEHOLDER_SERIES
10/23/2020,1561.43,23005,141.8,ASSUMPTION_PLACEHOLDER_SERIES
10/26/2020,1559.24,23059,-64.3,ASSUMPTION_PLACEHOLDER_SERIES
10/27/2020,1558.67,23037,52.5,ASSUMPTION_PLACEHOLDER_SERIES
10/28/2020,1576.7,23020,-74.5,ASSUMPTION_PLACEHOLDER_SERIES
10/29/2020,1604.45,23040,355.6,ASSUMPTION_PLACEHOLDER_SERIES
10/30/2020,1594.32,23016,130.5,ASSUMPTION_PLACEHOLDER_SERIES
11/2/2020,1599.91,23083,118.3,ASSUMPTION_PLACEHOLDER_SERIES
11/3/2020,1601.68,23062,196.5,ASSUMPTION_PLACEHOLDER_SERIES
11/4/2020,1534.63,23099,-823.3,ASSUMPTION_PLACEHOLDER_SERIES
11/5/2020,1503.65,23099,-199,ASSUMPTION_PLACEHOLDER_SERIES
11/6/2020,1520.76,23084,636.1,ASSUMPTION_PLACEHOLDER_SERIES
11/9/2020,1509.26,23111,95.5,ASSUMPTION_PLACEHOLDER_SERIES
11/10/2020,1562.57,23065,-214.4,ASSUMPTION_PLACEHOLDER_SERIES
11/11/2020,1563.49,23049,-529.1,ASSUMPTION_PLACEHOLDER_SERIES
11/12/2020,1561.85,23056,674.2,ASSUMPTION_PLACEHOLDER_SERIES
11/13/2020,1561.93,23040,-389.7,ASSUMPTION_PLACEHOLDER_SERIES
11/16/2020,1600.27,23015,136.5,ASSUMPTION_PLACEHOLDER_SERIES
11/17/2020,1557.09,23015,-722,ASSUMPTION_PLACEHOLDER_SERIES
11/18/2020,1552.8,23021,276,ASSUMPTION_PLACEHOLDER_SERIES
11/19/2020,1539.46,22991,85,ASSUMPTION_PLACEHOLDER_SERIES
11/20/2020,1598.82,22995,173,ASSUMPTION_PLACEHOLDER_SERIES
11/23/2020,1620.37,23014,236.7,ASSUMPTION_PLACEHOLDER_SERIES
11/24/2020,1635.59,22967,-39.4,ASSUMPTION_PLACEHOLDER_SERIES
11/25/2020,1639.88,22946,285.6,ASSUMPTION_PLACEHOLDER_SERIES
11/26/2020,1649.48,22957,22.6,ASSUMPTION_PLACEHOLDER_SERIES
11/27/2020,1670.15,22959,-449.2,ASSUMPTION_PLACEHOLDER_SERIES
11/30/2020,1691.5,22968,-648.3,ASSUMPTION_PLACEHOLDER_SERIES
12/1/2020,1728.04,22908,43.5,ASSUMPTION_PLACEHOLDER_SERIES
12/2/2020,1684.31,22878,59,ASSUMPTION_PLACEHOLDER_SERIES
12/3/2020,1777.55,22804,683.9,ASSUMPTION_PLACEHOLDER_SERIES
12/4/2020,1749.51,22797,93,ASSUMPTION_PLACEHOLDER_SERIES
12/7/2020,1767.16,22782,555.4,ASSUMPTION_PLACEHOLDER_SERIES
12/8/2020,1789.19,22821,-892.4,ASSUMPTION_PLACEHOLDER_SERIES
12/9/2020,1851.44,22820,-326.8,ASSUMPTION_PLACEHOLDER_SERIES
12/10/2020,1883.46,22822,189.1,ASSUMPTION_PLACEHOLDER_SERIES
12/11/2020,1883.86,22828,-168.2,ASSUMPTION_PLACEHOLDER_SERIES
12/14/2020,1861.33,22844,1018.9,ASSUMPTION_PLACEHOLDER_SERIES
12/15/2020,1868.52,22898,79.2,ASSUMPTION_PLACEHOLDER_SERIES
12/16/2020,1859.91,22884,483.5,ASSUMPTION_PLACEHOLDER_SERIES
12/17/2020,1822.93,22876,-94.3,ASSUMPTION_PLACEHOLDER_SERIES
12/18/2020,1787.1,22883,-333.3,ASSUMPTION_PLACEHOLDER_SERIES
12/21/2020,1751.09,22882,-1014.9,ASSUMPTION_PLACEHOLDER_SERIES
12/22/2020,1774.53,22852,-611.6,ASSUMPTION_PLACEHOLDER_SERIES
12/23/2020,1802.81,22944,212.2,ASSUMPTION_PLACEHOLDER_SERIES
12/24/2020,1769.95,22955,503.4,ASSUMPTION_PLACEHOLDER_SERIES
12/25/2020,1783.96,22951,-470.4,ASSUMPTION_PLACEHOLDER_SERIES
12/28/2020,1713.16,22931,-283.4,ASSUMPTION_PLACEHOLDER_SERIES
12/29/2020,1737.44,22929,-593.5,ASSUMPTION_PLACEHOLDER_SERIES
12/30/2020,1757.59,22921,229.9,ASSUMPTION_PLACEHOLDER_SERIES
12/31/2020,1809.12,22951,227.7,ASSUMPTION_PLACEHOLDER_SERIES
1/1/2021,1796.78,22937,-353.5,ASSUMPTION_PLACEHOLDER_SERIES
1/4/2021,1806.34,22936,-325.8,ASSUMPTION_PLACEHOLDER_SERIES
1/5/2021,1802.14,22969,37.1,ASSUMPTION_PLACEHOLDER_SERIES
1/6/2021,1813.12,22912,17.1,ASSUMPTION_PLACEHOLDER_SERIES
1/7/2021,1824.65,22934,-25.8,ASSUMPTION_PLACEHOLDER_SERIES
1/8/2021,1786.34,22913,106.8,ASSUMPTION_PLACEHOLDER_SERIES
1/11/2021,1776.78,22972,-656.6,ASSUMPTION_PLACEHOLDER_SERIES
1/12/2021,1761.49,22951,439.2,ASSUMPTION_PLACEHOLDER_SERIES
1/13/2021,1766.4,22916,-304.7,ASSUMPTION_PLACEHOLDER_SERIES
1/14/2021,1750.03,22964,-270,ASSUMPTION_PLACEHOLDER_SERIES
1/15/2021,1775.49,22907,223.4,ASSUMPTION_PLACEHOLDER_SERIES
1/18/2021,1798.74,22987,-38.2,ASSUMPTION_PLACEHOLDER_SERIES
1/19/2021,1817.8,22955,-251.7,ASSUMPTION_PLACEHOLDER_SERIES
1/20/2021,1790.48,22988,-26.7,ASSUMPTION_PLACEHOLDER_SERIES
1/21/2021,1787.78,23047,671.9,ASSUMPTION_PLACEHOLDER_SERIES
1/22/2021,1798.46,23118,-96,ASSUMPTION_PLACEHOLDER_SERIES
1/25/2021,1770.5,23153,-548.8,ASSUMPTION_PLACEHOLDER_SERIES
1/26/2021,1785.13,23100,343.7,ASSUMPTION_PLACEHOLDER_SERIES
1/27/2021,1824.98,23074,-394.8,ASSUMPTION_PLACEHOLDER_SERIES
1/28/2021,1809.47,23068,-488.9,ASSUMPTION_PLACEHOLDER_SERIES
1/29/2021,1806.73,23134,-29.5,ASSUMPTION_PLACEHOLDER_SERIES
2/1/2021,1814.24,23091,93.6,ASSUMPTION_PLACEHOLDER_SERIES
2/2/2021,1811.67,23138,300.5,ASSUMPTION_PLACEHOLDER_SERIES
2/3/2021,1789.58,23169,-61.2,ASSUMPTION_PLACEHOLDER_SERIES
2/4/2021,1788.68,23173,39.7,ASSUMPTION_PLACEHOLDER_SERIES
2/5/2021,1796.07,23180,886.7,ASSUMPTION_PLACEHOLDER_SERIES
2/8/2021,1794.91,23166,-12.7,ASSUMPTION_PLACEHOLDER_SERIES
2/9/2021,1837.39,23144,-870.3,ASSUMPTION_PLACEHOLDER_SERIES
2/10/2021,1839.66,23136,-371.9,ASSUMPTION_PLACEHOLDER_SERIES
2/11/2021,1845.29,23120,180.4,ASSUMPTION_PLACEHOLDER_SERIES
2/12/2021,1854.46,23149,-34.8,ASSUMPTION_PLACEHOLDER_SERIES
2/15/2021,1849.71,23187,-61.2,ASSUMPTION_PLACEHOLDER_SERIES
2/16/2021,1871.32,23265,459,ASSUMPTION_PLACEHOLDER_SERIES
2/17/2021,1855.03,23245,74.4,ASSUMPTION_PLACEHOLDER_SERIES
2/18/2021,1810.88,23231,357.5,ASSUMPTION_PLACEHOLDER_SERIES
2/19/2021,1849.39,23191,894.9,ASSUMPTION_PLACEHOLDER_SERIES
2/22/2021,1858.4,23186,-76,ASSUMPTION_PLACEHOLDER_SERIES
2/23/2021,1838.49,23228,-144.6,ASSUMPTION_PLACEHOLDER_SERIES
2/24/2021,1813.38,23276,155,ASSUMPTION_PLACEHOLDER_SERIES
2/25/2021,1759.69,23232,-213.5,ASSUMPTION_PLACEHOLDER_SERIES
2/26/2021,1755.22,23175,179.4,ASSUMPTION_PLACEHOLDER_SERIES
3/1/2021,1758.77,23165,-438,ASSUMPTION_PLACEHOLDER_SERIES
3/2/2021,1742.15,23172,-723.7,ASSUMPTION_PLACEHOLDER_SERIES
3/3/2021,1745.41,23196,-284,ASSUMPTION_PLACEHOLDER_SERIES
3/4/2021,1739.12,23179,-302.9,ASSUMPTION_PLACEHOLDER_SERIES
3/5/2021,1714.45,23179,457.3,ASSUMPTION_PLACEHOLDER_SERIES
3/8/2021,1731.56,23153,-239,ASSUMPTION_PLACEHOLDER_SERIES
3/9/2021,1721,23201,276.3,ASSUMPTION_PLACEHOLDER_SERIES
3/10/2021,1690.55,23187,101.3,ASSUMPTION_PLACEHOLDER_SERIES
3/11/2021,1670.25,23208,-414.3,ASSUMPTION_PLACEHOLDER_SERIES
3/12/2021,1684.98,23194,384,ASSUMPTION_PLACEHOLDER_SERIES
3/15/2021,1683.77,23194,120.1,ASSUMPTION_PLACEHOLDER_SERIES
3/16/2021,1652.2,23274,-569,ASSUMPTION_PLACEHOLDER_SERIES
3/17/2021,1626.27,23294,-708.2,ASSUMPTION_PLACEHOLDER_SERIES
3/18/2021,1636.48,23260,325.9,ASSUMPTION_PLACEHOLDER_SERIES
3/19/2021,1650.59,23276,-339.8,ASSUMPTION_PLACEHOLDER_SERIES
3/22/2021,1608.67,23294,-435.3,ASSUMPTION_PLACEHOLDER_SERIES
3/23/2021,1620.44,23227,-8.6,ASSUMPTION_PLACEHOLDER_SERIES
3/24/2021,1610.43,23211,356.8,ASSUMPTION_PLACEHOLDER_SERIES
3/25/2021,1622.85,23182,-342.3,ASSUMPTION_PLACEHOLDER_SERIES
3/26/2021,1617.33,23198,-65.8,ASSUMPTION_PLACEHOLDER_SERIES
3/29/2021,1642.13,23169,-246.1,ASSUMPTION_PLACEHOLDER_SERIES
3/30/2021,1627.85,23118,-190.5,ASSUMPTION_PLACEHOLDER_SERIES
3/31/2021,1612.82,23101,548,ASSUMPTION_PLACEHOLDER_SERIES
4/1/2021,1592.01,23087,-294.9,ASSUMPTION_PLACEHOLDER_SERIES
4/2/2021,1632.04,23102,-359.7,ASSUMPTION_PLACEHOLDER_SERIES
4/5/2021,1633.42,23050,-87,ASSUMPTION_PLACEHOLDER_SERIES
4/6/2021,1628.19,23057,68.5,ASSUMPTION_PLACEHOLDER_SERIES
4/7/2021,1599.83,23090,-634.1,ASSUMPTION_PLACEHOLDER_SERIES
4/8/2021,1598.85,23104,-389.5,ASSUMPTION_PLACEHOLDER_SERIES
4/9/2021,1624.73,23071,158,ASSUMPTION_PLACEHOLDER_SERIES
4/12/2021,1622.77,23096,128.6,ASSUMPTION_PLACEHOLDER_SERIES
4/13/2021,1602.92,23064,128,ASSUMPTION_PLACEHOLDER_SERIES
4/14/2021,1609.69,23076,-506.8,ASSUMPTION_PLACEHOLDER_SERIES
4/15/2021,1618.97,22987,-267.4,ASSUMPTION_PLACEHOLDER_SERIES
4/16/2021,1622.09,23039,-27.2,ASSUMPTION_PLACEHOLDER_SERIES
4/19/2021,1599.08,23030,36.4,ASSUMPTION_PLACEHOLDER_SERIES
4/20/2021,1634.95,22996,-295.9,ASSUMPTION_PLACEHOLDER_SERIES
4/21/2021,1617.86,23012,-316.1,ASSUMPTION_PLACEHOLDER_SERIES
4/22/2021,1656.24,23066,1012.1,ASSUMPTION_PLACEHOLDER_SERIES
4/23/2021,1650.56,23052,-198.7,ASSUMPTION_PLACEHOLDER_SERIES
4/26/2021,1664.85,23046,-269.1,ASSUMPTION_PLACEHOLDER_SERIES
4/27/2021,1641.64,22985,-252.8,ASSUMPTION_PLACEHOLDER_SERIES
4/28/2021,1615.65,22962,-295.6,ASSUMPTION_PLACEHOLDER_SERIES
4/29/2021,1616.68,22932,-258.9,ASSUMPTION_PLACEHOLDER_SERIES
4/30/2021,1629.82,22962,615.4,ASSUMPTION_PLACEHOLDER_SERIES
5/3/2021,1613.03,22955,148.9,ASSUMPTION_PLACEHOLDER_SERIES
5/4/2021,1561.42,22977,362.5,ASSUMPTION_PLACEHOLDER_SERIES
5/5/2021,1549.73,22963,-421.4,ASSUMPTION_PLACEHOLDER_SERIES
5/6/2021,1559.08,22933,225.4,ASSUMPTION_PLACEHOLDER_SERIES
5/7/2021,1588.62,22858,564.3,ASSUMPTION_PLACEHOLDER_SERIES
5/10/2021,1603.15,22855,-399.9,ASSUMPTION_PLACEHOLDER_SERIES
5/11/2021,1611.84,22818,-155.8,ASSUMPTION_PLACEHOLDER_SERIES
5/12/2021,1583.09,22868,-663.6,ASSUMPTION_PLACEHOLDER_SERIES
5/13/2021,1555.29,22952,-14.5,ASSUMPTION_PLACEHOLDER_SERIES
5/14/2021,1570.53,22988,835,ASSUMPTION_PLACEHOLDER_SERIES
5/17/2021,1568.1,22964,527.7,ASSUMPTION_PLACEHOLDER_SERIES
5/18/2021,1558.45,23028,-53.3,ASSUMPTION_PLACEHOLDER_SERIES
5/19/2021,1561.05,23000,-239.6,ASSUMPTION_PLACEHOLDER_SERIES
5/20/2021,1569.08,22993,489.7,ASSUMPTION_PLACEHOLDER_SERIES
5/21/2021,1533.51,23019,265.5,ASSUMPTION_PLACEHOLDER_SERIES
5/24/2021,1552.89,23056,521.9,ASSUMPTION_PLACEHOLDER_SERIES
5/25/2021,1546.25,23031,-80.2,ASSUMPTION_PLACEHOLDER_SERIES
5/26/2021,1562.9,23022,549.5,ASSUMPTION_PLACEHOLDER_SERIES
5/27/2021,1579.06,23009,298.9,ASSUMPTION_PLACEHOLDER_SERIES
5/28/2021,1576.82,22982,267.6,ASSUMPTION_PLACEHOLDER_SERIES
5/31/2021,1584.82,22999,-21.3,ASSUMPTION_PLACEHOLDER_SERIES
6/1/2021,1596.14,23028,-212.7,ASSUMPTION_PLACEHOLDER_SERIES
6/2/2021,1595.24,23058,427.7,ASSUMPTION_PLACEHOLDER_SERIES
6/3/2021,1582.61,22989,-161.1,ASSUMPTION_PLACEHOLDER_SERIES
6/4/2021,1601.59,23003,-369.3,ASSUMPTION_PLACEHOLDER_SERIES
6/7/2021,1604.23,22936,215.7,ASSUMPTION_PLACEHOLDER_SERIES
6/8/2021,1612.38,22931,292.7,ASSUMPTION_PLACEHOLDER_SERIES
6/9/2021,1592.34,22901,429.7,ASSUMPTION_PLACEHOLDER_SERIES
6/10/2021,1567.93,22812,-236.4,ASSUMPTION_PLACEHOLDER_SERIES
6/11/2021,1569.21,22769,32.8,ASSUMPTION_PLACEHOLDER_SERIES
6/14/2021,1578.02,22749,190.3,ASSUMPTION_PLACEHOLDER_SERIES
6/15/2021,1590.34,22744,338.1,ASSUMPTION_PLACEHOLDER_SERIES
6/16/2021,1581.06,22778,-656.5,ASSUMPTION_PLACEHOLDER_SERIES
6/17/2021,1566.23,22724,270.7,ASSUMPTION_PLACEHOLDER_SERIES
6/18/2021,1586.22,22742,-177.7,ASSUMPTION_PLACEHOLDER_SERIES
6/21/2021,1622.95,22735,-285.2,ASSUMPTION_PLACEHOLDER_SERIES
6/22/2021,1634.13,22712,-19,ASSUMPTION_PLACEHOLDER_SERIES
6/23/2021,1656.23,22720,-581.3,ASSUMPTION_PLACEHOLDER_SERIES
6/24/2021,1658.27,22665,493.8,ASSUMPTION_PLACEHOLDER_SERIES
6/25/2021,1675.17,22700,112.1,ASSUMPTION_PLACEHOLDER_SERIES
6/28/2021,1683.67,22702,-290.4,ASSUMPTION_PLACEHOLDER_SERIES
6/29/2021,1668.11,22652,-1244.8,ASSUMPTION_PLACEHOLDER_SERIES
6/30/2021,1657.76,22695,-1346.1,ASSUMPTION_PLACEHOLDER_SERIES
7/1/2021,1671.84,22675,96.8,ASSUMPTION_PLACEHOLDER_SERIES
7/2/2021,1666.63,22731,-107.7,ASSUMPTION_PLACEHOLDER_SERIES
7/5/2021,1638.29,22775,228.6,ASSUMPTION_PLACEHOLDER_SERIES
7/6/2021,1654.05,22773,-432.1,ASSUMPTION_PLACEHOLDER_SERIES
7/7/2021,1631.13,22854,459.5,ASSUMPTION_PLACEHOLDER_SERIES
7/8/2021,1656.44,22847,494.2,ASSUMPTION_PLACEHOLDER_SERIES
7/9/2021,1637.3,22890,-162.5,ASSUMPTION_PLACEHOLDER_SERIES
7/12/2021,1645.22,22903,-37.9,ASSUMPTION_PLACEHOLDER_SERIES
7/13/2021,1638.86,22950,-62.3,ASSUMPTION_PLACEHOLDER_SERIES
7/14/2021,1676.98,23023,-237,ASSUMPTION_PLACEHOLDER_SERIES
7/15/2021,1682.32,23089,-167.1,ASSUMPTION_PLACEHOLDER_SERIES
7/16/2021,1698.85,23107,-389.5,ASSUMPTION_PLACEHOLDER_SERIES
7/19/2021,1683.53,23078,210.3,ASSUMPTION_PLACEHOLDER_SERIES
7/20/2021,1699.03,23110,195.9,ASSUMPTION_PLACEHOLDER_SERIES
7/21/2021,1690.01,23137,826,ASSUMPTION_PLACEHOLDER_SERIES
7/22/2021,1676.86,23179,-320.8,ASSUMPTION_PLACEHOLDER_SERIES
7/23/2021,1654.47,23228,293.9,ASSUMPTION_PLACEHOLDER_SERIES
7/26/2021,1681.18,23279,860.2,ASSUMPTION_PLACEHOLDER_SERIES
7/27/2021,1696.45,23309,-43.8,ASSUMPTION_PLACEHOLDER_SERIES
7/28/2021,1660.13,23233,53.8,ASSUMPTION_PLACEHOLDER_SERIES
7/29/2021,1655.8,23265,345.4,ASSUMPTION_PLACEHOLDER_SERIES
7/30/2021,1669.82,23288,475.2,ASSUMPTION_PLACEHOLDER_SERIES
8/2/2021,1658.51,23258,-620.9,ASSUMPTION_PLACEHOLDER_SERIES
8/3/2021,1634.84,23299,-717.3,ASSUMPTION_PLACEHOLDER_SERIES
8/4/2021,1642.92,23303,188.5,ASSUMPTION_PLACEHOLDER_SERIES
8/5/2021,1611.75,23342,-643,ASSUMPTION_PLACEHOLDER_SERIES
8/6/2021,1613.81,23375,59,ASSUMPTION_PLACEHOLDER_SERIES
8/9/2021,1583.27,23389,-25.5,ASSUMPTION_PLACEHOLDER_SERIES
8/10/2021,1560.41,23432,-147,ASSUMPTION_PLACEHOLDER_SERIES
8/11/2021,1564.21,23482,881.9,ASSUMPTION_PLACEHOLDER_SERIES
8/12/2021,1576.76,23404,496.1,ASSUMPTION_PLACEHOLDER_SERIES
8/13/2021,1578.46,23405,-747,ASSUMPTION_PLACEHOLDER_SERIES
8/16/2021,1589.93,23443,-62.9,ASSUMPTION_PLACEHOLDER_SERIES
8/17/2021,1590.18,23451,-523.6,ASSUMPTION_PLACEHOLDER_SERIES
8/18/2021,1603.52,23464,392.7,ASSUMPTION_PLACEHOLDER_SERIES
8/19/2021,1616.62,23458,201.4,ASSUMPTION_PLACEHOLDER_SERIES
8/20/2021,1634.2,23466,293.9,ASSUMPTION_PLACEHOLDER_SERIES
8/23/2021,1629.65,23473,239,ASSUMPTION_PLACEHOLDER_SERIES
8/24/2021,1643,23450,228.4,ASSUMPTION_PLACEHOLDER_SERIES
8/25/2021,1675.88,23494,-235,ASSUMPTION_PLACEHOLDER_SERIES
8/26/2021,1658.89,23457,-0.3,ASSUMPTION_PLACEHOLDER_SERIES
8/27/2021,1655.32,23419,18.8,ASSUMPTION_PLACEHOLDER_SERIES
8/30/2021,1633.76,23421,-91.5,ASSUMPTION_PLACEHOLDER_SERIES
8/31/2021,1662.78,23372,-314.3,ASSUMPTION_PLACEHOLDER_SERIES
9/1/2021,1625.23,23434,526.1,ASSUMPTION_PLACEHOLDER_SERIES
9/2/2021,1614.02,23375,344.5,ASSUMPTION_PLACEHOLDER_SERIES
9/3/2021,1604.66,23335,615.1,ASSUMPTION_PLACEHOLDER_SERIES
9/6/2021,1633.77,23323,-664.7,ASSUMPTION_PLACEHOLDER_SERIES
9/7/2021,1626.33,23238,-403.9,ASSUMPTION_PLACEHOLDER_SERIES
9/8/2021,1574.59,23242,-293.1,ASSUMPTION_PLACEHOLDER_SERIES
9/9/2021,1579.75,23229,-339.7,ASSUMPTION_PLACEHOLDER_SERIES
9/10/2021,1578.21,23275,-54.6,ASSUMPTION_PLACEHOLDER_SERIES
9/13/2021,1583.28,23347,325,ASSUMPTION_PLACEHOLDER_SERIES
9/14/2021,1569.7,23400,417.3,ASSUMPTION_PLACEHOLDER_SERIES
9/15/2021,1571.16,23386,386.9,ASSUMPTION_PLACEHOLDER_SERIES
9/16/2021,1556.39,23354,-629.6,ASSUMPTION_PLACEHOLDER_SERIES
9/17/2021,1528.99,23271,-610.2,ASSUMPTION_PLACEHOLDER_SERIES
